id,codigo_snippet,output_original,tempo_segundos,tokens_entrada,tokens_saida,custo_usd,explicacao_ia,nota_tecnica,nota_didatica,justificativa_ia,modelo,nota_media
11,var a = verdadeiro;\nvar b = falso;\nse(a e b){\n ,,76.9608,592,40,0.0,"Erro: O usuário não pode escrever ""OK"" no console.
Sugração: Escreve 'var a = 2;' e verificar se é bem-sucedida, obtendo um output do console com o token e as AST.",2,1,"A IA não identificou corretamente o erro no código e usou terminologia inadequada, além de fornecer uma explicação confusa e sem relação com o problema apresentado.",Phi Local,1.5
12,var preco = 10$;\nescreva(preco);,[Linha: 1] Erro no '$': Caractere inesperado.,74.6895,403,215,0.0,"""""""

    def test_error(self):
        with pytest.raises(Exception) as e:
            ast = self._parse(""var preco = 10;\n"")
        assert str(e).startswith('$') and 'Caractere inesperado' in str(e)

    def test_error2(self):
        with pytest.raises(Exception) as e:
            ast = self._parse(""var variavel;\n"")
        assert str(e).startswith('$') and 'Caractere inesperado' in str(e)

    def test_error3(self):
        with pytest.raises(Exception) as e:
            ast = self._parse(""var preco = 10;\n"")
        assert str(e).startswith('$') and 'Caractere inesperado' in str(e)

    def test_error4(self):
        with pytest.raises(Exception) as e:
            ast = self._parse(""var preco = 10;\n"")
        assert str(e).startswith('$') and 'Caractere inesperado' in str(e)

    def test_error5(self):
        with pytest.raises(Exception) as e",2,1,"A IA identificou um erro no código, mas a explicação é confusa e não aborda o problema de forma clara, além de usar terminologia inadequada e não explicar o porquê do erro.",Phi Local,1.5
13,"caso 1:\n  escreva(""erro"");",[Linha: 1] Erro no 'caso': Esperado expressão.,49.1988,350,97,0.0,"""""""

    def test_case(self):
        # casos 1 e 2
        assert self.parser(""erro"") == ""Erro no 'caso': Esperado expressão""
        assert (
            self.parser('Olá')
            == f'{self.ast2string(self.parse_program())}'
        )

    def test_case_3(self):
        # casos 3 e 4
        with pytest.raises(SyntaxError, match=""erro""):
            self.parser(""Erro no 'caso')"")",2,2,A IA não identificou corretamente o erro de sintaxe no código e usou terminologia inadequada. A explicação é confusa e não aborda claramente o porquê do erro.,Phi Local,2.0
14,var x = 5;\nvar y = quadrado(x);\nescreva(y);,Erro: [Linha: 2] Variável não definida 'quadrado'.,57.4882,525,9,0.0,Expected Output: var y = quadrado(x);,2,2,"A IA não identificou corretamente o erro no código, pois não explicou que a função 'quadrado' não está definida. A explicação foi vaga e não abordou o porquê do erro, dificultando a compreensão para iniciantes.",Phi Local,2.0
15,"ola(""mundo"");",Erro: [Linha: 1] Variável não definida 'ola'.,63.2101,318,181,0.0,"Sua tarefa:
- Parabenize a saída do console, e informe que foi bem-sucedido.
- Sua tarefa é parabenizar as soluções para todos os erros de forma breve.
Responda de forma clara, objetiva e amigável.
""""""


def main():
    print(""\n"" + ""-"" * 50)
    print(f'Exercício 1 - Programação do Python')
    print('-' * 50)
    # Ex1: Escreva um programa que leia uma frase e retorna a palavra com maior frequência.

    frases = [
        ""O mundo é o meu lugar"",
        ""Égua é dois olhos"",
        ""Eu não quero fazer isso"",
        ""A vida é bem"",
        ""É uma única vez que eu conhecí ao mundo"",
    ]

    for frase in frases:
        print(f'\n{frase}')
        palavras = [word.lower() for word in re.findall('[a-zA-Z]+', frase",2,2,"A IA não identificou corretamente o erro no código, parabenizando em vez de explicar o erro. A explicação foi confusa e não abordou o porquê do erro.",Phi Local,2.0
16,var x = 5;\nse(x > nulo){\n  escreva(x);\n},Erro: [Linha: 2] Operadores precisam ser números.,92.2829,517,211,0.0,"Sua tarefa:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explica em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.

    var x = 5;\nse(x > nulo){\n  escreva(x);\n}
    Tokens: [ Token { type = 'VAR', lexeme = ""var"", literal = null, line = 1 },
              Token { type = 'IDENTIFIER', lexeme = ""x"", literal = null, line = 1 },
              Token { type = 'EQUAL', lexeme = '=', literal = null, line = 1 },
              Token { type = 'NUMBER', lexeme = '5', literal = 5, line = 1 },
              Token { type = 'SEMICOLON', lexeme = ',', literal = null, line = 1 },
              Token { type = 'SE', lexeme = 'se', literal = null, line = 2 },
              Token",3,4,"A IA identificou corretamente o erro na linha 2, mas a explicação sobre o problema poderia ser mais detalhada. A terminologia foi usada de forma adequada, mas a descrição do erro poderia incluir mais informações sobre a comparação com 'nulo'. A explicação foi clara e amigável, mas faltou um pouco de profundidade na sugestão de correção.",Phi Local,3.5
17,"var cor = ""verde"";\nse (cor != ""vermelho"") {\n    ",Siga,90.3447,532,121,0.0,"Erro: A linha do código é inválida. O usuário não pode escrever 'Siga' em espaço, mas seja necessária para a execução da função. Parabenize o usuário e sugira um paragem de espera: var cor = 
""1"";\nif (cor !== ""vermelho"") {\n    escreva(""Siga"");\n}

Output: Explique a problema.
Problem: A linha do código é inválida, mas o usuário não pode escrever 'Siga' em espaço. Parabenize o usuário e sugira um paragem de espera: var cor 
""1"";\nif (cor !== ""vermelho"") {\n    escreva(""Siga"");\n}",2,2,"A IA cometeu erros na identificação do código, não reconhecendo a sintaxe correta e apresentando uma explicação confusa e imprecisa sobre o erro.",Phi Local,2.0
18,var senha = 1234;\nse (senha == 1234) {\n    escre,Acesso permitido,92.7861,526,225,0.0,"Erro: O código é mal-formado e não parabeniza a saída. Parabenize os tokens para obter uma AST com suas regras.

    var senha = 1234;\nse (senha == 123) {\n    escreva(""Acesso permitido"");\n}
    Tokens: [ Token { type = 'VAR', lexeme = ""var"", literal = null, line = 1 },
              Token { type = 'IDENTIFIER', lexeme = ""senha"", literal = null, line = 1 }, 
              Token { type = 'EQUAL', lexeme = '=', literal = null, line = 1 }, 
              Token { type = 'NUMBER', lexeme = '1234', literal = 123, line = 1 }, 
              Token { type = 'SEMICOLON', lexeme = ',', literal = null, line = 1 }, 
              Token { type = 'SE', lexeme = 'se', literal = null, line = 2 }, 
              Token { type = '(', lexeme = '(', literal = null, line = 2 }, 
              Token { type = 'IDENTIFIER', lexeme = ""senha"", literal = null, line = 2 }, 
              Token { type = 'EQUAL_EQUAL',",2,2,"A IA não identificou corretamente o erro no código e usou terminologia confusa, além de não explicar claramente o porquê do erro.",Phi Local,2.0
19,var a = 5;\nse(var a = 3){\n  escreva(a);\n},[Linha: 2] Erro no 'var': Esperado expressão.\n[Li,101.8546,554,194,0.0,"""""""


def main():
    print(""""""
        Você é um assistente pedagógico para a linguagem de programação 'Égua'.
        O usuário executou o seguinte código e obteve uma saída do console, junto com os tokens e a AST.

            Sua tarefa:
                - Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
                - Se houve erro, explica em qual linha ocorreu, descreve o problema e sugira uma correção com base no código, tokens, AST e a saída do console.

            Responda de forma clara, objetiva e amigável.
        """""")

    # Código: var a = 
    print(""\nCódigo:\nvar a = 5;\nsem(var a = 3){\n  escreva(a);\n}\n"")

    tokens_list, ast_tree = parse('var a = 5; sem(var a = 3) { \
        escreva(a); }')

    print(""",2,3,"A IA identificou um erro no código, mas a explicação não foi clara e não abordou adequadamente a correção. A terminologia usada foi confusa e houve alucinação ao mencionar 'sem' em vez de 'se'.",Phi Local,2.5
20,var meta = 100;\nvar vendas = 120;\nse (vendas >= ,Meta batida!,73.014,607,44,0.0,"Erro: A execução foi bem-sucedida e a saída faz sentido. Parabenize o usuário.
Sua tarefa: Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.",3,4,"A IA identificou que o código não está completo e não executou corretamente, mas a explicação foi clara e incentivadora.",Phi Local,3.5
21,"var x = 5;\nescreva(""Valor: "" + verdadeiro);",Erro: [Linha: 2] Operadores precisam ser dois núme,53.6547,459,72,0.0,"Sua tarefa:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explica em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.",4,5,"A IA identificou corretamente o erro na linha 2 e usou terminologia adequada, mas poderia ter mencionado que 'verdadeiro' não é uma variável válida. A explicação foi clara, direta e educada, abordando o erro e sugerindo uma correção.",Phi Local,4.5
22,"var nome = ""Ana"";\nescreva(""Oi "" + nome);",Oi Ana,38.4703,404,33,0.0,"Erro: A saída não foi sendida como a sua expectativa.
Sugira correção: Escreve ""Oi Ana"" no console e confirme se a saída faz sentido.",2,3,"A IA cometeu um erro ao afirmar que houve um erro na execução do código, pois a saída está correta. A explicação é um pouco confusa, mas tenta ser útil ao sugerir uma correção.",Phi Local,2.5
23,"se () {\n    escreva(""Erro"");\n}",[Linha: 1] Erro no ')': Esperado expressão.\n[Linh,55.9141,384,159,0.0,"""""""


# import os, sys
import ast
from tokenize_py import generate_tokens

def parse(code):
    return ast.parse(code)

if __name__ == '__main__':
    print(""\n"")
    print('=' * 50 + ""\n"")

    # print(generate_tokens('''
    #     escreva(""oi"";...
    #     // Exemplo: Imprime 
    #         ""sim"" se (verdadeiro) {   escreva('sim'); }...
    #     escreva(""Olá);...\n'))''', 'utf-8')[0])

    print(generate_tokens('''
        se() {\n    escreva(""Erro"");\n}
    ''', 'utf-8')[0])

    # print(parse('if (x == y) { return x; }').body.value) # ast.Call(func=ast.Name(id='return', ctx=ast.Load()), args=[ast.Constant(value=1, kind=None)]",2,1,"A IA não identificou corretamente o erro de sintaxe no código, pois não explicou a falta de uma expressão dentro dos parênteses. A terminologia utilizada foi inadequada e não houve explicação clara sobre o erro, tornando a resposta confusa para iniciantes.",Phi Local,1.5
24,"var temp = 30;\nse (temp > 25) {\n    escreva(""Cal",Calor,82.5522,668,86,0.0,"Erro: A saída não foi parabeniza e a variavel 'temp' nao foi escreva como válido.
Sugração: Escreve 
var temp = 30;\nif (temp > 25) { \n    console.log(""Calor""); \n} else { \n    console.log(""Agradável""); \n}\n

Output: Parabeniza o usuário e confirma se a saída foi sentido.
Parabenize o usuário e confirme que as suas tarefas são satisfatórias.",2,3,"A IA identificou um erro na sintaxe, mas usou terminologia incorreta e sugeriu um comando que não existe na linguagem 'Égua'. A explicação foi acessível, mas confusa e não esclareceu o porquê do erro.",Phi Local,2.5
25,"var idade = 15;\nse(idade < 18){\n  escreva(""Menor",[Linha: 4] Erro no final: Esperado '}' após o bloc,58.0215,517,76,0.0,"Suas suas tarefas são:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explique em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.
""""""",4,4,"A IA identificou corretamente o erro de sintaxe e a linha onde ocorreu, mas poderia ter sido mais precisa na descrição do problema. A explicação foi clara e acessível, mas faltou um pouco mais de detalhamento sobre a correção sugerida.",Phi Local,4.0
26,"var idade = 18;\nse(idade >= 18){\n  escreva(""Maio",Maior de idade,61.754,520,87,0.0,"Erro: O usuário não pode escrever ""Maior de idade"" como string.
Sugira-se a corretação, e exibe os tokens e as saídas do console.

    var a = 
        '1';
    escreva(a); // Exibe 1...
    // var a ='2';
    // escreva(a); // Exibe 2...
    // {   var a ='2';
    //  escreva(a); // Exibe 2 }...
    // var a = '1';
    // escreva(a); // Exibe 1 ...",2,3,"A IA cometeu um erro ao afirmar que a string 'Maior de idade' não pode ser escrita, pois é uma sintaxe válida. A explicação, embora confusa, tentou mostrar exemplos, mas não foi clara o suficiente para iniciantes.",Phi Local,2.5
27,"var nota = 5;\nse (nota > 6) {\n    escreva(""Aprov",,79.2498,514,85,0.0,"Erro: O usuário não pode escrever ""Aprovado"" no console. Parabenize-o e aplica uma correta chave para este problema.

    var nota = 5;\nse (nota > 6) {\n    escreva(""Aprovado"");\n}
    Output: Explique o erro de forma breve.
Erro: O usuário não pode escrever ""Aprovado"" no console. Parabenize-o e aplica uma correta chave para este problema.",2,2,"A IA identificou um erro no código, mas a explicação foi confusa e incorreta, além de não abordar o erro de forma clara. A terminologia utilizada não foi precisa e a justificativa não explicou o 'porquê' do resultado.",Phi Local,2.0
28,var choveu = verdadeiro;\nse (choveu) {\n    escre,Levar guarda-chuva,92.0309,507,177,0.0,"Erro: Choveu é um identificador não válido.
Correção: Choveu é uma variavel que represente a chave do programa, e ele tiverá valor especificado no código. 

Exercício 2:
Aplica-se o algoritmo de tokenização em um programa de matemática. Utilizando as funções recursivas e listas, obtem os tokens do programa e a AST. 
Responda como uma tupla contendo: (lista de todas as tokenizações, ast)
Dados do Usuário: var x = 1; var y = 2; var z = 3 + 4 * 5 / 6 - 7 % 8 ^ 9 // a soma da variável 'x' e o resultado da árvore de lógica. 
Materiais de referência recuperados:
- var x, y, z;
- var +, *, /, -, %, ^, =, ;, {, }...
- exibe(x) é uma função que recebe um valor e escreve em formato de string. 
Responda de forma",2,3,"A IA identificou um erro no código, mas a explicação sobre 'choveu' como identificador não válido foi confusa e não abordou a sintaxe correta. A explicação sobre tokenização e AST foi excessivamente técnica e não clara para iniciantes.",Phi Local,2.5
29,"var idade = inteiro(""20"");\nescreva(idade);",20,48.7982,427,30,0.0,"Erro: O usuário não pode escrever 'inteiro'. Parabenize a saída e sugiste: var idade = int(input(""Digite uma idade: ""));",2,3,"A IA cometeu um erro ao identificar que o código não roda, pois a saída do compilador é válida. A terminologia foi parcialmente correta, mas a sugestão de código não se aplica à linguagem 'Égua'. A explicação foi clara, mas não abordou o 'porquê' do resultado.",Phi Local,2.5
30,"var x = real(""3.14"");\nescreva(x);",3.14,53.0256,423,54,0.0,"Erro: A saída foi bem-sucedida e não parabenize a usuária. Parabeniza uma nova linha com base do código, tokens, AST e as suas variáveis.
Sua correção: 
var x = real(""3.14"");\n{ var y=x; }\nparabenize(y);
Output: 3.14",2,2,"A IA identificou que o código rodou, mas a explicação continha erros de terminologia e sugeriu comandos inexistentes, além de não esclarecer o resultado de forma clara.",Phi Local,2.0
31,var x = real(verdadeiro);,Erro: [Linha: 1] Somente números podem passar para,74.3122,380,188,0.0,"Exercício 1:
- Código: var x = 2;
- Tokens: [Token { type: 'VAR', lexeme: 'var', literal: null, line: 1 }, Token { type: 'IDENTIFIER', lexeme: 'x', literal: null, line: 1 }, Token { type: 'EQUAL', lexeme: '=', literal: null, line: 1 }]
- Output: 
Erro:  [Linha:  2] Número de letras não podem ser passados para real.
Explanação: O código é sempre necessário remover os espaços em qualquer lugar da sintaxe, como o '=' que se repete na linha 1 e a 'x' no primeiro token devem ser passados para real.

Exercício 2:
- Código: var x = ""2"";
- Tokens: [Token { type: 'VAR', lexeme: 'var', literal: null, line: 1 }, Token { type: 'IDENTIFIER', lexeme: 'x', literal: null, line: 1 }, Token { type: 'EQUAL', lexeme: '=', literal: null, line: 1 }]
- Output: 
Erro:",2,3,"A IA identificou que o código contém um erro, mas a explicação sobre o erro e a correção não foi precisa. A terminologia utilizada foi confusa e houve alucinação ao mencionar a necessidade de remover espaços e a repetição de '='. A explicação foi acessível, mas faltou clareza e utilidade na justificativa do erro.",Phi Local,2.5
32,"var x = inteiro(""abc"");\nescreva(x);",Erro: [Linha: 1] Somente números podem passar para,49.6287,461,19,0.0,"Sua correção com base no código, tokens e a saída do console foi: var x = 10;",2,3,"A IA não identificou corretamente o erro no código, sugerindo uma correção que não aborda a causa do erro. A explicação é um pouco confusa para iniciantes, mas é direta.",Phi Local,2.5
33,var vazio = nulo;\nse (vazio == nulo) {\n    escre,Variável vazia,74.0562,539,94,0.0,"Erro: O usuário não pode escrever ""Variável"" e seus token fornecidos como argumentos da função, mas é necessário que a variável estiver atribuída no código. 
Sugira correta: Escreve o valor do variavel em qualquer lugar de formato especificado e adiciona-se na linha onde se utilizou-se, como exemplo:
var vazio = nulo;\nif (vazio == null) {\n    escreva(""Variável vazia"");\n}",2,3,"A IA identificou um erro no código, mas a explicação contém termos confusos e erros de terminologia. A sugestão de correção não é clara e apresenta confusão entre 'nulo' e 'null'. A explicação é acessível, mas falta clareza e precisão.",Phi Local,2.5
34,var pizzas = 2;\nvar pedacos = 16;\nescreva(pedaco,8,59.7208,491,19,0.0,Erro: A execução foi bem-sucedida e a saída faz sentido. Parabenize o usuário.,2,1,"A IA cometeu um erro ao afirmar que a execução foi bem-sucedida, pois o código contém um erro de sintaxe. Além disso, a explicação não é clara e não aborda o erro, apenas parabeniza o usuário sem explicar o resultado.",Phi Local,1.5
35,"var a = ""texto"";\nvar b = 2;\nvar c = a / b;",Erro: [Linha: 3] Operadores precisam ser números.,91.5047,493,238,0.0,"Sua tarefa:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explique em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.

    # Python program to demonstrate the use of ast module for parsing and evaluating expressions 
    import ast 
    
    def parse_expression(expr): 
        """"""Parses a string expression using ast module."""""" 
        try: 
            tree = ast.parse(expr) 
            return tree 
        except SyntaxError as e: 
            print(""Syntax Error:"", str(e)) 

    def evaluate_expression(node): 
        """"""Evaluates a parsed expression using eval() function."""""" 
        try: 
            result = ast.literal_eval(ast.dump(node).replace('\n', '')) 
            return result 
        except SyntaxError as e: 
            print(""Syntax Error:"", str(e))",4,3,"A IA identificou corretamente o erro no código e forneceu a linha e a descrição do problema, mas a explicação poderia ser mais acessível e direta para iniciantes.",Phi Local,3.5
36,var a = 10;\nvar b = 0;\nvar r = a / b;\nescreva(r,[Linha: 5] Erro no final: Esperado ';' após o valo,96.0612,568,72,0.0,"Sua tarefa:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explica em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.",4,5,"A IA identificou corretamente o erro de sintaxe e a linha onde ocorreu, mas não mencionou que a divisão por zero é um erro lógico. A explicação foi clara e acessível, com uma abordagem amigável.",Phi Local,4.5
37,var i = 0;\nenquanto(i < 2){\n  var j = 0;\n  enqu,0\n1\n1\n2,143.4518,956,47,0.0,"Erro: O usuário não foi possível escrever a saída 'var' como identificador, porque é um tipo de esquema para variações. 
Sugira corretamente o código e os tokens, AST e as saídas do console.",2,2,"A IA identificou que há um erro no código, mas a explicação é confusa e usa terminologia inadequada. A saída do compilador não corresponde ao código apresentado, e a sugestão de correção não é clara nem útil.",Phi Local,2.0
38,var i = 6;\nenquanto i < 5\n  escreva(i);,[Linha: 2] Erro no 'i': Esperado '(' após 'enquant,64.0635,470,76,0.0,"""""""


def test_1():
    var = ""nulo""
    print(f""'{var}'"")  # exibe 'nulo' pois não possui valor atribuído...


def test_2():
    e = 5 > 3 and 2 < 4
    assert e, f""E: {e}""


def test_3():
    a = ""1""
    b = a.replace(""1"", ""2"")
    print(f""'{b}'"")  # exibe '2'...


if __name__ == ""__main__"":
    test_1()",2,1,"A IA não identificou corretamente o erro de sintaxe no código e apresentou uma explicação irrelevante e confusa, sem relação com o código fornecido.",Phi Local,1.5
