id_audio,texto_transcrito,tempo_segundos
64,Exibir o resultado da subtração de 20 e 5,0.5143
65,Juntar as estringes Maria e Silva e mostrar o resultado,0.4769
66,Exibir o resultado da multiplicação de 6 e 7,0.4675
67,Exibir o resultado da divisão de 100 por 4,0.5113
68,Com catenar as estrenx oi e amigo e exibir o resultado,0.6013
69,Somar mil com dois mil e quinhentos e exibir o resultado,0.5369
70,Exibir a mensagem atenção sistema fora do ar,0.544
71,Com catenar as frases como vai e tudo bem e mostrar o resultado,0.4654
72,Exibir a soma de 50 e 75,0.4033
73,Esses bírais stringa até logo,0.4378
74,Exibira diferença entre 90 e 33,0.4386
75,Exibir a multiplicação de 12 com 12,0.4166
76,Com catenar as stringes João e Souza e Esibiro Resultado,0.5054
77,Exibir o resultado da divisão de 144 por 12,0.5271
78,Exibir o resultado da soma de 3.5 e 4.5,0.5263
79,Exibir a concatenação de boa e tarde,0.4358
80,Exibir o resultado da subtração de 10.5 por 2.3,0.5117
81,Exibir o resultado da multiplicação entre 1.5 e 4.0,0.502
82,Exibir o resultado da divisão decimal de 7.5 por 2.5,0.4507
83,Exibir o aviso erro arquivo não encontrado,0.4957
84,Exibir a soma de 25 e 5,0.4553
85,Exibir a concatenação das strings ruá e número 10,0.5068
86,Exibir a subtração de 100 e 47,0.4388
87,Exibir o resultado de multiplicação de 15 e 3,0.45
88,Exibir a concatenação das stringes ciência e da computação,0.5283
89,Exibir o resultado da divisão de 300 por 3,0.519
90,Exibir a soma de 250,0.4195
91,Exibir a concatenação de duas mensagens informativas processando e dados,0.5527
92,Exibir diferença entre 2025 e 1990,0.425
93,Exibir a multiplicação entre 20 e 30,0.5441
94,Exibir a concatenação entre duas estringes muito e bom,0.472
95,Cri uma condição que verifique se avariável tem peratura é maior que 40 e declara como verdadeiro o valor da variável alerta calor,0.5463
96,Cri uma condição que verifique se avariável nota é igual a 10 e atribua para a bens a avariável mensagem,0.6033
97,Cria uma condição que verifique se avariável velocidade é menor que 30 e mude avariável marcha para 2,0.6225
98,Cri uma condição que verifique se avariável distância é igual a 100 e some 10 avariável pontos,0.6802
99,Criu uma condição que verifique se avariável saldo é menor que sem e enviam a lerta de saldo baixo,0.7375
100,Cria uma condição que verifique se avariável número é maior que 50 e divide número por 2,0.5305
