id_audio,texto_transcrito,tempo_segundos
50,Crie um bloco senão que escreva operação inválida,10.3369
51,Crie um bloco Sinão que escreva login inválido,10.0521
52,Crie um bloco se não que escreva a chave incorreta,9.5384
53,Crie um bloco senão que escreva saldo insuficiente para saque,12.055
54,Crie um bloco senão que escreva usuário não encontrado,10.5366
55,Crie um bloco senão que escreva processo não concluído,9.9773
56,Crie um bloco senão que escreva produto não selecionado,10.1401
57,Crie um bloco senão que escreva Operação cancelada,10.2708
58,Crie um bloco senão que escreva erro de sistema,15.9376
59,Crie um bloco senão que escreva pagamento pendente,12.7657
60,Mostrar a saudação Olá Mundo!,14.0372
61,Exibir a string São Paulo,10.4748
62,somar 7 e 3 e exibir o resultado,13.8446
63,concatenar as palavras bom e dia e exibir o resultado,9.7512
64,Exibir o resultado da subtração de 20 e 5,9.567
65,Juntar as strings Maria e Silva e mostrar o resultado,12.4403
66,Exibir o resultado da multiplicação de 6 e 7,13.5425
67,Exibir o resultado da divisão de 100 por 4,11.415
68,concatenar as strings Oi e Amigo e exibir o resultado,12.4949
69,Somar 1.000 com 2.500 e exibir o resultado,11.5677
70,Exibir a mensagem atenção sistema fora do ar,11.3157
71,Concatenar as frases como vai e tudo bem e mostrar o resultado,10.8686
72,Exibir a soma de 50 e 75,10.9037
73,Exibir a string até logo!,11.6788
74,Exibir a diferença entre 90 e 33,12.355
75,Exibir a multiplicação de 12 com 12,13.8527
76,Concatenar as strings João e Souza e exibir o resultado,12.4705
77,Exibir o resultado da divisão de 144 por 12,10.7833
78,Exibir o resultado da soma de 3.5 e 4.5,11.7452
79,Exibir a concatenação de boa e tarde,12.4107
80,Exibir o resultado da subtração de 10.5 por 2.3,13.9862
81,Exibir o resultado da multiplicação entre 1.5 e 4.0,16.2536
82,Exibir o resultado da divisão decimal de 7.5 por 2.5,12.9897
83,Exibir o aviso. Erro. Arquivo não encontrado,9.7834
84,Exibir a soma de 25 e 5,11.6202
85,Exibir a concatenação das strings Rua A e número 10,12.1316
86,Exibir a subtração de 100 e 47,9.4856
87,Exibir o resultado de multiplicação de 15 e 3,9.2093
88,exibir a concatenação das strings ciência e da computação,9.9755
89,Exibir o resultado da divisão de 300 por 3,9.1244
90,Exibir a soma de 200 e 150,9.2605
91,Exibir a concatenação de duas mensagens informativas Processando e Dados,9.9341
92,Exibir diferença entre 2025 e 1990,10.6384
93,Exibir a multiplicação entre 20 e 30,11.8139
94,Exibir a concatenação entre duas strings muito e bom,10.0056
95,Crie uma condição que verifique se a variável temperatura é maior que 40 e declare como verdadeiro o valor da variável alerta calor,13.6227
96,Crie uma condição que verifique se a variável nota é igual a 10 e atribua parabéns à variável mensagem,13.5818
97,Crie uma condição que verifique se a variável velocidade é menor que 30 e mude a variável marcha para 2,13.5147
98,Crie uma condição que verifique se a variável distância é igual a 100 e some 10 a variável pontos,10.2904
99,Crie uma condição que verifique se a variável saldo é menor que 100 e envie um alerta de saldo baixo,10.1018
100,Crie uma condição que verifique se a variável número é maior que 50 e divida número por 2,11.0704
