id_audio,texto_transcrito,tempo_segundos
54,Crie um bloco Sinão que escreva Usuário não encontrado,13.9963
55,Crie um bloco senão que escreva processo não concluído,12.4584
56,Crie um bloco senão que escreva produto não selecionado,13.5553
57,Crie um bloco sinão que escreva Operação cancelada,12.9727
58,Crie um bloco SINÃO que escreva ERRO DE SISTEMA,12.8839
59,Crie um bloco senão que escreva pagamento pendente,13.4161
60,Mostrar a saudação Olá Mundo,11.3709
61,Exibir a String São Paulo,11.6994
62,Somar 7 e 3 e exibir o resultado,16.1694
63,concatenar as palavras bom e dia e exibir o resultado,14.4501
64,Exibir o resultado da subtração de 20 e 5,21.0361
65,Juntar as strings Maria e Silva e mostrar o resultado,13.4706
66,Exibir o resultado da multiplicação de 6 e 7,12.1519
67,Exibir o resultado da divisão de 100 por 4,13.9997
68,Concatenar as strings Oi e Amigo e exibir o resultado,12.6041
69,Somar 1.000 com 2.500 e exibir o resultado,16.1914
70,Exibir a mensagem Atenção! Sistema fora do ar,13.9399
71,concatenar as frases como vai e tudo bem e mostrar o resultado,14.4047
72,Exibir a soma de 50 e 75,14.0498
73,Exibir a string. Até logo!,11.2619
74,Exibir a diferença entre 90 e 33,12.8156
75,Exibir a multiplicação de 12 com 12,11.9724
76,Concatenar as strings João e Souza e exibir o resultado,12.7595
77,Exibir o resultado da divisão de 144 por 12,12.1443
78,Exibir o resultado da soma de 3.5 e 4.5,13.9034
79,Exibir a concatenação de boa e tarde,12.2822
80,Exibir o resultado da subtração de 10.5 por 2.3,16.5865
81,Exibir o resultado da multiplicação entre 1.5 e 4.0,17.0577
82,Exibir o resultado da divisão decimal de 7.5 por 2.5,15.4373
83,Exibir o aviso. Erro. Arquivo não encontrado,12.6081
84,Exibir a soma de 25 e 5,13.0528
85,Exibir a concatenação das strings Rua A e número 10,14.0303
86,Exibir a subtração de 100 e 47,13.0267
87,Exibir o resultado de multiplicação de 15 e 3,12.2879
88,Exibir a concatenação das strings ciência e da computação,13.7139
89,Exibir o resultado da divisão de 300 por 3,13.5537
90,Exibir a soma de 200 e 150,13.1676
91,Exibir a concatenação de duas mensagens informativas Processando e Dados,13.5313
92,Exibir diferença entre 2025 e 1990,12.7972
93,Exibir a multiplicação entre 20 e 30,15.9712
94,Exibir a concatenação entre duas strings muito e bom,13.9368
95,Crie uma condição que verifique se a variável temperatura é maior que 40 e declare como verdadeiro o valor da variável alerta calor,17.3699
96,Crie uma condição que verifique se a variável nota é igual a 10 e atribua parabéns à variável mensagem,15.4421
97,Crie uma condição que verifique se a variável velocidade é menor que 30 e mude a variável marcha para 2,14.6794
98,Crie uma condição que verifique se a variável distância é igual a 100 e some 10 a variável pontos,13.9766
99,Crie uma condição que verifique se a variável saldo é menor que 100 e envie um alerta de saldo baixo,16.2085
100,Crie uma condição que verifique se a variável número é maior que 50 e divida número por 2,15.4165
