id_audio,texto_transcrito,tempo_segundos
42,crie uma condição que verifique se a string senha é igual a 1234 e incremente a variável acessos,9.90
43,crie uma condição que verifique se a variável altura é maior ou igual a 1.75,8.22
44,crie uma condição que verifique se o preço é menor que 100 e aplique um desconto de 10 na variável preço,8.12
45,crie uma condição que verifique se a variável nota é maior ou igual a 6 e atribua aprovado a variável situação,11.97
46,crie uma condição que verifique se a variável velocidade é menor que 60 e Imprima velocidade permitida,10.04
47,crie uma condição que verifique se a variável idade é igual a 30 e some 1 a variável contador,9.63
48,crie um bloco senão que escreva a condição não satisfeita,5.31
49,crie um bloco senão que escreva limite excedido,5.42
50,crie um bloco senão que escreva operação inválida,5.40
51,crie um bloco senão que escreva login inválido,5.01
52,crie um bloco senão que escreva a chave incorreta,5.24
53,crie um bloco senão que escreva Saldo insuficiente para saque,6.64
54,crie um bloco senão que escreva usuário não encontrado,5.24
55,crie um bloco senão que escreva processo não concluído,4.91
56,crie um bloco senão que escreva produto não selecionado,5.26
57,crie um bloco senão que escreva operação cancelada,5.21
58,crie um bloco senão que escreva erro de sistema,5.11
59,crie um bloco senão que escreva pagamento pendente,4.83
60,mostrar a saudação olá mundo,3.32
61,exibir a string São Paulo,4.01
62,somar 7:03 e exibir o resultado,5.07
63,concatenar as palavras bom e dia e exibir o resultado,6.58
64,exibir o resultado da subtração de 25,5.17
65,juntar as Strings Maria e Silva e mostrar o resultado,5.82
66,exibir o resultado da multiplicação de 6 e 7,5.70
67,exibir o resultado da divisão de 100 por 4,4.68
68,concatenar as streams Oi e amigo e exibir o resultado,6.04
69,somar 1000 com 2.500 e exibir o resultado,6.34
70,exibir a mensagem atenção sistema fora do ar,5.44
71,concatenar as frases como vai e tudo bem e mostrar o resultado,5.62
72,exibir a soma de 50 e 75,3.92
73,exibir a string Até logo,3.91
74,exibir a diferença entre 90 e 33,5.40
75,exibir a multiplicação de 12 com 12,4.50
76,concatenar as Strings João e Souza e exibir o resultado,5.63
77,exibir o resultado da divisão de 144 por 12,5.33
78,exibir o resultado da soma de 3.5 e 4.5,6.26
79,exibir a concatenação de boa e tarde,4.52
80,exibir o resultado da subtração de 10.5 por 2.3,6.58
81,exibir o resultado da multiplicação entre 1.5 e 4.0,6.84
82,exibir o resultado da divisão decimal de 7.5 por 2.5,6.63
83,exibir o aviso erro arquivo não encontrado,4.96
84,exibir a soma de 25 e 5,4.30
85,exibir a concatenação das Strings Rua a e número 10,5.45
86,exibir a subtração de 100 e 47,4.59
87,exibir o resultado de multiplicação de 15 e 3,5.36
88,exibir a concatenação das Strings ciência e da computação,7.25
89,exibir o resultado da divisão de 300 por 3,6.12
90,exibir a soma de 200 e 150,4.52
91,exibir a concatenação de duas mensagens informativas processando e dados,8.01
92,exibir diferença entre 2025 e 1990,5.95
93,exibir a multiplicação entre 20 e 30,4.21
94,exibir a concatenação entre duas Strings muito e bom,6.19
95,crie uma condição que verifique se a variável temperatura é maior que 40 e declare como verdadeiro o valor da variável Alerta calor,11.16
96,crie uma condição que verifique se a variável nota é igual a 10 e atribua parabéns a variável mensagem,10.25
97,crie uma condição que verifique se a variável velocidade é menor que 30 e mude a variável marcha para dois,8.63
98,crie uma condição que verifique se a variável distância é igual a 100 e some 10 variável pontos,9.07
99,crie uma condição que verifique se a variável saldo é menor que 100 e envie um alerta de saldo baixo,8.27
100,crie uma condição que verifique se a variável número é maior que 50 e divida número por 2,8.02
