id_audio,texto_transcrito,tempo_segundos
50,Cria um bloco senão que escreva Operação Inválida,6.7455
51,Crie um bloco Sinão que escreva login inválido,6.6057
52,Crie um bloco se não que escreva a chave incorreta,8.6497
53,Crie um bloco senão que escreva Saldo insuficiente para saque,9.1779
54,Crie um bloco Sinão que escreva Usuário não encontrado,6.9752
55,Cria um bloco senão que escreva processo não concluído,7.1979
56,Crie um bloco se não que escreva Produto não selecionado,7.944
57,Crie um bloco sinão que escreva Operação cancelada,6.6467
58,Crie um bloco se não que escreva Erro de sistema,6.7785
59,Crie um bloco senão que escreva Pagamento pendente,6.8841
60,Mostrar a saudação Olá mundo,8.2273
61,Exibir a string São Paulo,5.9579
62,somar 7 e 3 e exibir o resultado,6.2785
63,concatenar as palavras bom e dia e exibir o resultado,6.6417
64,Exibir o resultado da subtração de 25,6.2498
65,Juntar as strings Maria e Silva e mostrar o resultado,6.4296
66,Exibir o resultado da multiplicação de 6 e 7,7.0
67,Exibir o resultado da divisão de 100 por 4,6.3023
68,Concatenar as streams Oi e Amigo e exibir o resultado,7.0484
69,Somar 1000 com 2500 e exibir o resultado,6.6739
70,Exibir a mensagem Atenção sistema fora do ar,6.9267
71,concatenar as frases como vai e tudo bem e mostrar o resultado,7.6049
72,Exibir a soma de 50 e 75,8.5327
73,Exibir a string? Até logo!,8.3912
74,Exibir a diferença entre 90 e 33,6.5958
75,Exibir a multiplicação de 12 com 12,6.6248
76,concatenar as strings João e Souza e exibir o resultado,6.703
77,Exibir o resultado da divisão de 144 por 12,8.6953
78,Exibir o resultado da soma de 3.5 e 4.5,8.1926
79,Exibir a concatenação de boa e tarde,6.7042
80,Exibir o resultado da subtração de 10.5 por 2.3,6.4899
81,Exibir o resultado da multiplicação entre 1.5 e 4.0,6.846
82,Exibir o resultado da divisão decimal de 7.5 por 2.5,9.3208
83,Exibir o aviso. Erro. Arquivo não encontrado,8.0626
84,Exibir a soma de 25 5,6.4137
85,Exibir a concatenação das strings hua e número 10,7.7729
86,Exibir a subtração de 100 e 47,8.7365
87,Exibir o resultado de multiplicação de 15 e 3,6.5009
88,Exibir a concatenação das strings ciência e da computação,7.5837
89,Exibir o resultado da divisão de 300 por 3,7.8659
90,Exibir a soma de 200 e 150,6.196
91,Exibir a concatenação de duas mensagens informativas processando e dados,7.0324
92,Exibir diferença entre 2025 e 1990,6.1136
93,Exibir a multiplicação entre 20 e 30,6.2698
94,Exibir a concatenação entre duas strings. Muito e bom!,8.2995
95,Crie uma condição que verifique se a variável Temperatura é maior que 40 e declare como verdadeiro o valor da variável Alerta calor,10.9985
96,Crie uma condição que verifique se a variável nota é igual a 10 e atribua parabéns à variável mensagem,8.3942
97,Crie uma condição que verifique se a variável Velocidade é menor que 30 e mude a variável Marcha para 2,8.3954
98,Crie uma condição que verifique se a variável distância é igual a 100 e some 10 a variável pontos,7.7814
99,Crie uma condição que verifique se a variável saldo é menor que 100 e envie um alerta de saldo baixo,8.2103
100,Crie uma condição que verifique se a variável número é maior que 50 e divida número por 2,9.9378
