id_audio,texto_transcrito,tempo_segundos
36,Crie uma condição que verifique se a variável x é maior que 20 e incremente a variável contador em 1,3.3223
37,Crie uma condição que verifique se a variável idade é menor que 18 e atribua o texto menor de idade para a variável status,4.4661
38,Crie uma condição que verifique se a variável saldo é igual a zero e imprima a mensagem conta zerada,7.5119
39,Crie uma condição que verifique se a variável temperatura é maior que 30 e defina a variável clima como quente,3.3209
40,Crie uma condição que verifique se a variável número é par e some 1 a variável pares,3.3794
41,Crie uma condição que verifique se a string casa é igual a moradia e defina a variável sinônimos como verdadeira,3.5229
42,Crie uma condição que verifique se a string senha é igual a 1 2 3 4 e incremente a variável acessos,3.6518
43,Crie uma condição que verifique se a variável altura é maior ou igual a 1.75 e defina a variável aprovado como verdadeira,4.2784
44,Crie uma condição que verifique se a variável preço é menor que 100 e aplique um desconto de 10 na variável preço,5.4744
45,Crie uma condição que verifique se a variável nota é maior ou igual a 6 e atribua aprovado a variável situação,6.5647
46,Crie uma condição que verifique se a variável velocidade é menor que 60 e imprima a velocidade permitida,3.8432
47,Crie uma condição que verifique se a variabilidade é igual a 30 e some 1 à variedade contador,2.7072
48,Crie um bloco senão que escreva condição não satisfeita,2.7301
49,Crie um bloco senão que escreva limite excedido,2.8996
50,Crie um bloco senão que escreva a operação inválida,3.7127
51,Crie um bloco senão que escreva. Login inválido,2.6807
52,Crie um bloco senão que escreva. Chave incorreta,3.032
53,Crie um bloco senão que escreva. Saldo insuficiente para saque,6.0776
54,Crie um bloco senão que escreva. Usuário não encontrado,5.4768
55,Crie um bloco senão que escreva. Processo não concluído,2.77
56,Crie um bloco senão que escreva produto não selecionado,2.2703
57,Crie um bloco senão que escreva operação cancelada,3.3702
58,Crie um bloco senão que escreva Erro de Sistema,3.2791
59,crie um bloco senão que escreva pagamento pendente,3.3663
60,Mostrar a saudação Olá mundo,2.3583
61,Exibir a String São Paulo,1.6958
62,Somar 7 e 3 e exibir o resultado,3.673
63,Concatenar as palavras bom e dia e exibir o resultado,2.4071
64,Exibir o resultado da subtração de 25,2.4927
65,Juntar as strings Maria e Silva e mostrar o resultado,2.9508
66,Exibir o resultado da multiplicação de 6 e 7,4.2222
67,Exibir o resultado da divisão de 100 por 4,4.6168
68,Concatenar as strings Oi e Amigo e exibir o resultado,2.9673
69,Somar 1.000 com 2.500 e exibir o resultado,3.9819
70,Exibir a mensagem Atenção! Sistema fora do ar,2.8873
71,Concatenar as frases como vai tudo bem e mostrar o resultado,3.3513
72,Exibir a soma de 50 e 75,1.8889
73,Exibir a string Até logo,3.8084
74,Exibir a diferença entre 90 e 33,2.3756
75,Exibir a multiplicação 12 com 12,3.5767
76,Concatenar as strings João e Sousa e exibir o resultado,3.3391
77,Exibir o resultado da divisão de 144 por 12,2.7845
78,Exibir o resultado da soma de 3.5 e 4.5,3.4233
79,Exibir a concatenação de boa e tarde,3.2056
80,Exibir resultado da subtração de 10.5 por 2.3,2.7894
81,Exibir o resultado da multiplicação entre 1.5 e 4.0,2.9866
82,Exibir o resultado da divisão decimal de 7.5 por 2.5,2.6829
83,Exibir o aviso. Erro. Arquivo não encontrado,2.3883
84,Exibirá soma de 25 e 5,2.2286
85,Exibir a concatenação das streams Rua A e Número 10,2.4663
86,Exibir a subtração de 147,3.2527
87,Exibir o resultado de multiplicação de 15 e 3,2.6017
88,Exibir a concatenação das strings ciência e da computação,3.606
89,Exibir o resultado da divisão de 300 por 3,3.2165
90,Exibir a soma de 200 e 150,2.2523
91,Exibir a concatenação de duas mensagens informativas processando e dados,3.1833
92,Exibir diferença entre 2025 e 1990,2.1736
93,Exibir a multiplicação entre 20 e 30,2.2352
94,Exibir a concatenação entre duas estringues muito e bom,3.447
95,Crie uma condição que verifique se a variável temperatura é maior que 40 e declare como verdadeiro o valor da variável alerta calor,5.957
96,Crie uma condição que verifique se a variável nota é igual a 10 e atribua parabéns à variável mensagem,4.6711
97,Crie uma condição que verifique se a variável velocidade é menor que 30 e mude a variável marcha para 2,3.1811
98,Crie uma condição que verifique se a variável distância é igual a 100 e some 10 a variável pontos,4.2001
99,Crie uma condição que verifique se a variável saldo é menor que 100 e envie um alerta de saldo baixo,4.0871
100,Crie uma condição que verifique se a variável número é maior que 50 e divida o número por 2,5.141
