id_audio,texto_transcrito,tempo_segundos
49,Cria um bloco se não que escreva limite é sedido,0.5089
50,Criam o bloco se não que escreva a operação inválida,0.4591
51,Criem um bloco senão que estreva. Logem em válido,0.5217
52,que cria um bloco sem não que escrever são a mim cheia,3.185
53,E um bloco senão que escreva saldo em suficiente para sace,0.477
54,Cri um bloco se não que inscreva um usuário não é encontrado,0.4984
55,Criam um bloco isso não quer estreva. Processo não concluído,0.5544
56,Crianhe um bloco senão que escreva produto não se alessionado,0.5768
57,Cri um bloco senão que escreva operação cancelada,0.5412
58,Crianhe um bloco senão que escreva erro de sistema,0.4974
59,Cri um bloco se não que inscreva pagamento pedente,0.4641
60,Mostra a saudação olá mundo,0.4455
61,Exibir a extringição Paulo,0.4127
62,Somar 7 e 13 e esbeiro resultado,0.5772
63,Com o catenário as palavras bom e dia é exibido no resultado,0.5989
64,Exibir o resultado da subtração de 25,0.4718
65,Juntar as estringes maria e Silva demonstraram resultado,0.4588
66,Exibir o resultado da multiplicação de 6 e 7,0.4086
67,Ensebiram o resultado da divisão de 100 por 4,0.5026
68,Com catena as stringas oi e amigo e exibir o resultado,0.5778
69,São Marmil com 2.500 e as Ipera o resultado,0.5447
70,Exibir a mensagem a atenção sistema fora do ar,0.4978
71,Com o catenar as frases como vai tudo bem e mostrar o resultado,0.5111
72,Exibir a soma de 50 é 75,0.4667
73,Exibir a estrinde até logo,0.4863
74,Exibia a diferença entre 9 e 33,0.4319
75,Exibir a multiplicação 12 com 12,0.4372
76,Com catenar as estringes deual e só os a receber o resultado,0.5246
77,Exibir o resultado da divisão de 144 por dozen,0.5074
78,Exibir o resultado da soma de 3.5 e 4.5,0.5334
79,Exibir a concatenação de boa e tarde,0.4642
80,Exibi resultado da subtração de 10.5 por 2.3,0.5004
81,Exibiu o resultado da multiplicação entre 1.5 e 4.0,0.5003
82,Exibem o resultado da divisão decimal de 7.5 ou 2.5,0.5766
83,Esses berenos a viso Eu arquivo não encontrado,0.6043
84,Exibir a soma de 25 e 5,0.4303
85,Exibia com a tendação da existuente O A e número 10,0.5418
86,Exibir a subtração de 100 e 47,0.4814
87,Exibir o resultado de multiplicação de 15 e 3,0.4562
88,Exibi a concatenação das strings sinhcia e da computação,0.5419
89,Exembi o resultado da divisão de 300 por 3,0.4052
90,Exibir a soma de 200 e 150,0.4526
91,Exibir a concatenação de duas mensagens informativas processando idados,0.6727
92,Exib de diferença entre 2025 e 1990,0.4076
93,Exibir a multiplicação entre 20 e 30,0.4372
94,Exibir a com-catenação entre duas estringes muito e bom,0.5256
95,Cria uma condição que verifique se avariável temperatura é maior que 40 e declara como verdadeiro o valor da variável alerta calur,0.7051
96,Cri uma condição que verifique se avariável nota é igual a 10 e atribua para bem a variável mensagem,0.6711
97,Cri uma condição que verifique se avariável velocidade é menor que 30 e muda avariável marcha para 2,0.6486
98,Cri uma condição que verifique se a variável distância é igual a 100 e somidez a variável pontos,0.5653
99,Criu uma condição que verifique se avariável saldo é menor que sem e enviou um alerta de saldo baixo,0.6339
100,Criu uma condição que verifique se avariável no número é maior que 50 e divida no número por 2,0.6619
