id_audio,texto_transcrito,tempo_segundos
74,Exibir a diferença entre 90 e 33,5.5186
75,Exibir a multiplicação 12 com 12,6.0246
76,Concatenar as strings João e Souza e exibir o resultado,5.1704
77,Exibir o resultado da divisão de 144 por 12,5.8484
78,exibir o resultado da soma de 3.5 e 4.5,5.5399
79,exibir a concatenação de boa e tarde,5.6906
80,Exibir resultado da subtração de 10.5 por 2.3,7.6723
81,Exibir o resultado da multiplicação entre 1.5 e 4.0,10.5974
82,Exibir o resultado da divisão decimal de 7.5 por 2.5,5.8527
83,exibir um aviso eu arquivo não encontrado,5.684
84,Exibir a soma de 25 e 5,5.3731
85,Exibia a concatenação das strings rua A e número 10,6.9849
86,Exibir a subtração de 100 e 47,5.464
87,Exibir o resultado de multiplicação de 15 e 3,4.9686
88,Exibir a concatenação das strings ciência e da computação,5.8811
89,Exibi o resultado da divisão de 300 por 3,5.396
90,Exibir a soma de 200 e 150,6.1161
91,Exibir a concatenação de duas mensagens informativas processando e dados,6.5674
92,Exibir diferença entre 2025 e 1990,5.5947
93,Exibir a multiplicação entre 20 e 30,5.449
94,Exibir a concatenação entre duas strings muito e bom,5.801
95,Cria uma condição que verifique se a variável temperatura é maior que 40 e declare como verdadeiro o valor da variável alerta calor,6.5623
96,Crie uma condição que verifique se a variável nota é igual a 10 e atribua parabéns à variável mensagem,6.1011
97,Crie uma condição que verifique se a variável velocidade é menor que 30 e mude a variável marcha para dois,6.3723
98,Crie uma condição que verifique se a variável distância é igual a 100 e some 10 a variável pontos,5.3574
99,Crie uma condição que verifique se a variável saldo é menor que 100 e envie um alerta de saldo baixo,5.5238
100,Cria uma condição que verifique se a variável número é maior que 50 e divida número por dois,8.0052
