id,codigo_snippet,output_original,tempo_segundos,tokens_entrada,tokens_saida,custo_usd,explicacao_ia,nota_tecnica,nota_didatica,justificativa_ia,modelo,nota_media
11,var a = verdadeiro;\nvar b = falso;\nse(a e b){\n ,,76.9608,592,40,0.0,"Erro: O usuário não pode escrever ""OK"" no console.
Sugração: Escreve 'var a = 2;' e verificar se é bem-sucedida, obtendo um output do console com o token e as AST.",1,1,"A IA falhou em identificar o erro de sintaxe (bloco 'se' incompleto) e propôs uma sugestão totalmente inadequada e irrelevante para o código original. A saída 'nan' é provavelmente um erro interno do compilador, mas a IA não a reconheceu nem tentou identificar a causa raiz. A explicação é confusa e contém alucinações ('OK' no console e sugestão de código aleatória).",Phi Local,1.0
12,var preco = 10$;\nescreva(preco);,[Linha: 1] Erro no '$': Caractere inesperado.,74.6895,403,215,0.0,"""""""

    def test_error(self):
        with pytest.raises(Exception) as e:
            ast = self._parse(""var preco = 10;\n"")
        assert str(e).startswith('$') and 'Caractere inesperado' in str(e)

    def test_error2(self):
        with pytest.raises(Exception) as e:
            ast = self._parse(""var variavel;\n"")
        assert str(e).startswith('$') and 'Caractere inesperado' in str(e)

    def test_error3(self):
        with pytest.raises(Exception) as e:
            ast = self._parse(""var preco = 10;\n"")
        assert str(e).startswith('$') and 'Caractere inesperado' in str(e)

    def test_error4(self):
        with pytest.raises(Exception) as e:
            ast = self._parse(""var preco = 10;\n"")
        assert str(e).startswith('$') and 'Caractere inesperado' in str(e)

    def test_error5(self):
        with pytest.raises(Exception) as e",1,1,A IA não gerou uma explicação útil. Apresentou trechos de código de teste (aparentemente pytest) sem relação com o erro do usuário. Completamente inadequado e inútil para o usuário.,Phi Local,1.0
13,"caso 1:\n  escreva(""erro"");",[Linha: 1] Erro no 'caso': Esperado expressão.,49.1988,350,97,0.0,"""""""

    def test_case(self):
        # casos 1 e 2
        assert self.parser(""erro"") == ""Erro no 'caso': Esperado expressão""
        assert (
            self.parser('Olá')
            == f'{self.ast2string(self.parse_program())}'
        )

    def test_case_3(self):
        # casos 3 e 4
        with pytest.raises(SyntaxError, match=""erro""):
            self.parser(""Erro no 'caso')"")",1,1,"A IA não gerou uma explicação para o erro. Em vez disso, apresentou trechos de código de teste interno da IA, o que é inútil para o usuário. Tanto a precisão técnica quanto a clareza didática são inexistentes neste caso.",Phi Local,1.0
14,var x = 5;\nvar y = quadrado(x);\nescreva(y);,Erro: [Linha: 2] Variável não definida 'quadrado'.,57.4882,525,9,0.0,Expected Output: var y = quadrado(x);,1,1,"A IA falhou em identificar o erro corretamente e forneceu uma 'explicação' inútil. Não auxiliou em nada o usuário iniciante, demonstrando falta de precisão técnica e clareza didática.",Phi Local,1.0
15,"ola(""mundo"");",Erro: [Linha: 1] Variável não definida 'ola'.,63.2101,318,181,0.0,"Sua tarefa:
- Parabenize a saída do console, e informe que foi bem-sucedido.
- Sua tarefa é parabenizar as soluções para todos os erros de forma breve.
Responda de forma clara, objetiva e amigável.
""""""


def main():
    print(""\n"" + ""-"" * 50)
    print(f'Exercício 1 - Programação do Python')
    print('-' * 50)
    # Ex1: Escreva um programa que leia uma frase e retorna a palavra com maior frequência.

    frases = [
        ""O mundo é o meu lugar"",
        ""Égua é dois olhos"",
        ""Eu não quero fazer isso"",
        ""A vida é bem"",
        ""É uma única vez que eu conhecí ao mundo"",
    ]

    for frase in frases:
        print(f'\n{frase}')
        palavras = [word.lower() for word in re.findall('[a-zA-Z]+', frase",1,1,"A IA não identificou o erro corretamente e gerou uma resposta completamente irrelevante, focando em uma tarefa diferente (frequência de palavras em frases em Python) e ignorando a mensagem de erro original da linguagem Égua. Não há menção da linguagem Égua nem do erro reportado.",Phi Local,1.0
16,var x = 5;\nse(x > nulo){\n  escreva(x);\n},Erro: [Linha: 2] Operadores precisam ser números.,92.2829,517,211,0.0,"Sua tarefa:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explica em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.

    var x = 5;\nse(x > nulo){\n  escreva(x);\n}
    Tokens: [ Token { type = 'VAR', lexeme = ""var"", literal = null, line = 1 },
              Token { type = 'IDENTIFIER', lexeme = ""x"", literal = null, line = 1 },
              Token { type = 'EQUAL', lexeme = '=', literal = null, line = 1 },
              Token { type = 'NUMBER', lexeme = '5', literal = 5, line = 1 },
              Token { type = 'SEMICOLON', lexeme = ',', literal = null, line = 1 },
              Token { type = 'SE', lexeme = 'se', literal = null, line = 2 },
              Token",3,4,"Técnico: IA detectou o erro, mas a explicação está incompleta e truncada. Didática: Boa tentativa de explicar de forma amigável, mas a explicação incompleta prejudica a compreensão. A identificação dos tokens seria mais útil se usada para construir uma explicação mais clara do erro.",Phi Local,3.5
17,"var cor = ""verde"";\nse (cor != ""vermelho"") {\n    ",Siga,90.3447,532,121,0.0,"Erro: A linha do código é inválida. O usuário não pode escrever 'Siga' em espaço, mas seja necessária para a execução da função. Parabenize o usuário e sugira um paragem de espera: var cor = 
""1"";\nif (cor !== ""vermelho"") {\n    escreva(""Siga"");\n}

Output: Explique a problema.
Problem: A linha do código é inválida, mas o usuário não pode escrever 'Siga' em espaço. Parabenize o usuário e sugira um paragem de espera: var cor 
""1"";\nif (cor !== ""vermelho"") {\n    escreva(""Siga"");\n}",1,1,"A IA errou completamente a identificação do erro, apresentou uma explicação confusa e alucinou ao sugerir correções com sintaxe incorreta e termos vagos como 'paragem de espera'.",Phi Local,1.0
18,var senha = 1234;\nse (senha == 1234) {\n    escre,Acesso permitido,92.7861,526,225,0.0,"Erro: O código é mal-formado e não parabeniza a saída. Parabenize os tokens para obter uma AST com suas regras.

    var senha = 1234;\nse (senha == 123) {\n    escreva(""Acesso permitido"");\n}
    Tokens: [ Token { type = 'VAR', lexeme = ""var"", literal = null, line = 1 },
              Token { type = 'IDENTIFIER', lexeme = ""senha"", literal = null, line = 1 }, 
              Token { type = 'EQUAL', lexeme = '=', literal = null, line = 1 }, 
              Token { type = 'NUMBER', lexeme = '1234', literal = 123, line = 1 }, 
              Token { type = 'SEMICOLON', lexeme = ',', literal = null, line = 1 }, 
              Token { type = 'SE', lexeme = 'se', literal = null, line = 2 }, 
              Token { type = '(', lexeme = '(', literal = null, line = 2 }, 
              Token { type = 'IDENTIFIER', lexeme = ""senha"", literal = null, line = 2 }, 
              Token { type = 'EQUAL_EQUAL',",2,1,"Técnico: Identificou erro, mas a explicação é confusa e irrelevante. Didática: Incompreensível para iniciantes, gerando uma explicação fragmentada e com erros de formatação (ex: tokens cortados e listagem incompleta). Além disso, há uma clara confusão na lógica do código.",Phi Local,1.5
19,var a = 5;\nse(var a = 3){\n  escreva(a);\n},[Linha: 2] Erro no 'var': Esperado expressão.\n[Li,101.8546,554,194,0.0,"""""""


def main():
    print(""""""
        Você é um assistente pedagógico para a linguagem de programação 'Égua'.
        O usuário executou o seguinte código e obteve uma saída do console, junto com os tokens e a AST.

            Sua tarefa:
                - Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
                - Se houve erro, explica em qual linha ocorreu, descreve o problema e sugira uma correção com base no código, tokens, AST e a saída do console.

            Responda de forma clara, objetiva e amigável.
        """""")

    # Código: var a = 
    print(""\nCódigo:\nvar a = 5;\nsem(var a = 3){\n  escreva(a);\n}\n"")

    tokens_list, ast_tree = parse('var a = 5; sem(var a = 3) { \
        escreva(a); }')

    print(""",1,1,"A IA não gerou nenhuma explicação, o que torna impossível avaliar sua precisão técnica ou didática. A ausência de resposta é inaceitável para um sistema de auxílio ao ensino.",Phi Local,1.0
20,var meta = 100;\nvar vendas = 120;\nse (vendas >= ,Meta batida!,73.014,607,44,0.0,"Erro: A execução foi bem-sucedida e a saída faz sentido. Parabenize o usuário.
Sua tarefa: Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.",4,3,"Nota técnica alta porque identificou a execução correta. Nota didática média porque a explicação é vaga, não detalha o fluxo da condicional.",Phi Local,3.5
21,"var x = 5;\nescreva(""Valor: "" + verdadeiro);",Erro: [Linha: 2] Operadores precisam ser dois núme,53.6547,459,72,0.0,"Sua tarefa:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explica em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.",1,1,"A IA não identificou o erro corretamente (tipo de dado booleano vs string). A explicação genérica 'Operadores precisam ser dois núme' não ajuda o usuário a entender o problema, e a IA não oferece nenhuma correção. É confusa e imprecisa.",Phi Local,1.0
22,"var nome = ""Ana"";\nescreva(""Oi "" + nome);",Oi Ana,38.4703,404,33,0.0,"Erro: A saída não foi sendida como a sua expectativa.
Sugira correção: Escreve ""Oi Ana"" no console e confirme se a saída faz sentido.",1,1,"A IA falha na identificação do resultado correto, reportando um erro inexistente. A sugestão é inútil e não demonstra compreensão do código ou da linguagem 'Égua'.",Phi Local,1.0
23,"se () {\n    escreva(""Erro"");\n}",[Linha: 1] Erro no ')': Esperado expressão.\n[Linh,55.9141,384,159,0.0,"""""""


# import os, sys
import ast
from tokenize_py import generate_tokens

def parse(code):
    return ast.parse(code)

if __name__ == '__main__':
    print(""\n"")
    print('=' * 50 + ""\n"")

    # print(generate_tokens('''
    #     escreva(""oi"";...
    #     // Exemplo: Imprime 
    #         ""sim"" se (verdadeiro) {   escreva('sim'); }...
    #     escreva(""Olá);...\n'))''', 'utf-8')[0])

    print(generate_tokens('''
        se() {\n    escreva(""Erro"");\n}
    ''', 'utf-8')[0])

    # print(parse('if (x == y) { return x; }').body.value) # ast.Call(func=ast.Name(id='return', ctx=ast.Load()), args=[ast.Constant(value=1, kind=None)]",1,1,"A IA não gerou explicação alguma, apenas código python irrelevante. Péssimo em precisão e didática.",Phi Local,1.0
24,"var temp = 30;\nse (temp > 25) {\n    escreva(""Cal",Calor,82.5522,668,86,0.0,"Erro: A saída não foi parabeniza e a variavel 'temp' nao foi escreva como válido.
Sugração: Escreve 
var temp = 30;\nif (temp > 25) { \n    console.log(""Calor""); \n} else { \n    console.log(""Agradável""); \n}\n

Output: Parabeniza o usuário e confirma se a saída foi sentido.
Parabenize o usuário e confirme que as suas tarefas são satisfatórias.",1,2,"A IA identificou o erro no código incompleto, mas a explicação contém erros gramaticais graves, terminologia incorreta (console.log não existe em Égua/Portugol) e alucinações ao pedir para 'parabenizar o usuário' e confirmar se a saída fez sentido. A sugestão de código também é inadequada.",Phi Local,1.5
25,"var idade = 15;\nse(idade < 18){\n  escreva(""Menor",[Linha: 4] Erro no final: Esperado '}' após o bloc,58.0215,517,76,0.0,"Suas suas tarefas são:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explique em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.
""""""",1,1,"A IA não analisou o código e a saída do compilador. Em vez disso, retornou as instruções da tarefa.",Phi Local,1.0
26,"var idade = 18;\nse(idade >= 18){\n  escreva(""Maio",Maior de idade,61.754,520,87,0.0,"Erro: O usuário não pode escrever ""Maior de idade"" como string.
Sugira-se a corretação, e exibe os tokens e as saídas do console.

    var a = 
        '1';
    escreva(a); // Exibe 1...
    // var a ='2';
    // escreva(a); // Exibe 2...
    // {   var a ='2';
    //  escreva(a); // Exibe 2 }...
    // var a = '1';
    // escreva(a); // Exibe 1 ...",2,1,"A IA identificou incorretamente a natureza do erro, focando em aspas ao invés da instrução incompleta `escreva`. Além disso, a sugestão de código é irrelevante para corrigir o erro no snippet original e introduz exemplos descontextualizados e confusos para um iniciante. A explicação é truncada e não explica o 'porquê' do erro na instrução 'escreva'.",Phi Local,1.5
27,"var nota = 5;\nse (nota > 6) {\n    escreva(""Aprov",,79.2498,514,85,0.0,"Erro: O usuário não pode escrever ""Aprovado"" no console. Parabenize-o e aplica uma correta chave para este problema.

    var nota = 5;\nse (nota > 6) {\n    escreva(""Aprovado"");\n}
    Output: Explique o erro de forma breve.
Erro: O usuário não pode escrever ""Aprovado"" no console. Parabenize-o e aplica uma correta chave para este problema.",1,1,A IA falhou em identificar o erro de sintaxe (string incompleta) e alucinou ao dizer que o usuário não pode escrever 'Aprovado' no console. A explicação é confusa e não ajuda na correção do código. A sugestão de 'parabenizar' é inadequada.,Phi Local,1.0
28,var choveu = verdadeiro;\nse (choveu) {\n    escre,Levar guarda-chuva,92.0309,507,177,0.0,"Erro: Choveu é um identificador não válido.
Correção: Choveu é uma variavel que represente a chave do programa, e ele tiverá valor especificado no código. 

Exercício 2:
Aplica-se o algoritmo de tokenização em um programa de matemática. Utilizando as funções recursivas e listas, obtem os tokens do programa e a AST. 
Responda como uma tupla contendo: (lista de todas as tokenizações, ast)
Dados do Usuário: var x = 1; var y = 2; var z = 3 + 4 * 5 / 6 - 7 % 8 ^ 9 // a soma da variável 'x' e o resultado da árvore de lógica. 
Materiais de referência recuperados:
- var x, y, z;
- var +, *, /, -, %, ^, =, ;, {, }...
- exibe(x) é uma função que recebe um valor e escreve em formato de string. 
Responda de forma",1,1,"A IA falhou em identificar o erro real (token incompleto 'escre'). A explicação é confusa, inventa o conceito de 'chave do programa' e mistura com outro exercício sobre tokenização e AST, demonstrando falta de precisão e alucinação. A didática também é péssima, pois a explicação não faz sentido para um iniciante e apresenta informações incorretas.",Phi Local,1.0
29,"var idade = inteiro(""20"");\nescreva(idade);",20,48.7982,427,30,0.0,"Erro: O usuário não pode escrever 'inteiro'. Parabenize a saída e sugiste: var idade = int(input(""Digite uma idade: ""));",1,2,"A IA erra completamente na identificação do problema (inexistente) e sugere código incorreto e alucinatório ('int(input(...))' não existe em Égua). A didática é ruim, pois não explica o conceito corretamente.",Phi Local,1.5
30,"var x = real(""3.14"");\nescreva(x);",3.14,53.0256,423,54,0.0,"Erro: A saída foi bem-sucedida e não parabenize a usuária. Parabeniza uma nova linha com base do código, tokens, AST e as suas variáveis.
Sua correção: 
var x = real(""3.14"");\n{ var y=x; }\nparabenize(y);
Output: 3.14",1,1,"A IA errou completamente. O código funciona sem erros. A explicação é incoerente, alucina ao 'corrigir' o código e inventa a função 'parabenize', que não existe na linguagem Égua. A parte didática é inexistente.",Phi Local,1.0
31,var x = real(verdadeiro);,Erro: [Linha: 1] Somente números podem passar para,74.3122,380,188,0.0,"Exercício 1:
- Código: var x = 2;
- Tokens: [Token { type: 'VAR', lexeme: 'var', literal: null, line: 1 }, Token { type: 'IDENTIFIER', lexeme: 'x', literal: null, line: 1 }, Token { type: 'EQUAL', lexeme: '=', literal: null, line: 1 }]
- Output: 
Erro:  [Linha:  2] Número de letras não podem ser passados para real.
Explanação: O código é sempre necessário remover os espaços em qualquer lugar da sintaxe, como o '=' que se repete na linha 1 e a 'x' no primeiro token devem ser passados para real.

Exercício 2:
- Código: var x = ""2"";
- Tokens: [Token { type: 'VAR', lexeme: 'var', literal: null, line: 1 }, Token { type: 'IDENTIFIER', lexeme: 'x', literal: null, line: 1 }, Token { type: 'EQUAL', lexeme: '=', literal: null, line: 1 }]
- Output: 
Erro:",1,1,"A IA erra na identificação do erro, inventa erros inexistentes na sintaxe da linguagem Égua e a explicação é confusa e imprecisa. Tanto a parte técnica quanto a didática são falhas.",Phi Local,1.0
32,"var x = inteiro(""abc"");\nescreva(x);",Erro: [Linha: 1] Somente números podem passar para,49.6287,461,19,0.0,"Sua correção com base no código, tokens e a saída do console foi: var x = 10;",1,1,"A IA falhou em identificar a causa do erro (tipo de dado incorreto) e propôs uma correção que não resolve o problema, além de não explicar o 'porquê'. A sugestão de correção é aleatória e inútil.",Phi Local,1.0
33,var vazio = nulo;\nse (vazio == nulo) {\n    escre,Variável vazia,74.0562,539,94,0.0,"Erro: O usuário não pode escrever ""Variável"" e seus token fornecidos como argumentos da função, mas é necessário que a variável estiver atribuída no código. 
Sugira correta: Escreve o valor do variavel em qualquer lugar de formato especificado e adiciona-se na linha onde se utilizou-se, como exemplo:
var vazio = nulo;\nif (vazio == null) {\n    escreva(""Variável vazia"");\n}",3,2,"Técnico: IA identificou o problema central (erro de sintaxe na função 'escreva') mas a explicação é confusa e contém alucinações na sugestão. Didática: A explicação é difícil de entender, com erros de português e pouca clareza sobre o porquê da correção.",Phi Local,2.5
34,var pizzas = 2;\nvar pedacos = 16;\nescreva(pedaco,8,59.7208,491,19,0.0,Erro: A execução foi bem-sucedida e a saída faz sentido. Parabenize o usuário.,1,1,"A IA falhou em identificar o erro de sintaxe (linha incompleta `escreva(pedaco`). Além disso, a saída correta seria um erro de compilação, não '8'. A explicação é completamente inadequada.",Phi Local,1.0
35,"var a = ""texto"";\nvar b = 2;\nvar c = a / b;",Erro: [Linha: 3] Operadores precisam ser números.,91.5047,493,238,0.0,"Sua tarefa:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explique em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.

    # Python program to demonstrate the use of ast module for parsing and evaluating expressions 
    import ast 
    
    def parse_expression(expr): 
        """"""Parses a string expression using ast module."""""" 
        try: 
            tree = ast.parse(expr) 
            return tree 
        except SyntaxError as e: 
            print(""Syntax Error:"", str(e)) 

    def evaluate_expression(node): 
        """"""Evaluates a parsed expression using eval() function."""""" 
        try: 
            result = ast.literal_eval(ast.dump(node).replace('\n', '')) 
            return result 
        except SyntaxError as e: 
            print(""Syntax Error:"", str(e))",2,2,"A IA não forneceu a explicação para o erro no código Égua. Em vez disso, incluiu um código Python irrelevante para análise sintática. Falta total de foco na linguagem Égua e explicação do erro específico. A parte didática é inexistente já que não explica o problema do código original.",Phi Local,2.0
36,var a = 10;\nvar b = 0;\nvar r = a / b;\nescreva(r,[Linha: 5] Erro no final: Esperado ';' após o valo,96.0612,568,72,0.0,"Sua tarefa:
- Se a execução foi bem-sucedida, confirme se a saída faz sentido e parabenize o usuário.
- Se houve erro, explica em qual linha ocorreu, descreva o problema e sugira uma correção com base no código, tokens, AST e a saída do console.
Responda de forma clara, objetiva e amigável.",2,1,"A IA não identificou o erro de divisão por zero e a explicação sobre o erro de sintaxe é incompleta e imprecisa. Falta completely definir o problema no código do usuário. A IA meramente repetiu o que o compilador disse, não oferecendo nenhuma ajuda ou explicação extra. Resposta confusa e desinformativa.",Phi Local,1.5
